julian_day,temperature,date
2442283,1361.0813,1974-08-23 12:00:00
2442284,1361.2541,1974-08-24 12:00:00
2442285,1361.0907,1974-08-25 12:00:00
2442286,1361.1308,1974-08-26 12:00:00
2442287,1361.1251,1974-08-27 12:00:00
2442288,1361.0325,1974-08-28 12:00:00
2442289,1361.0995,1974-08-29 12:00:00
2442290,1361.1784,1974-08-30 12:00:00
2442291,1361.1929,1974-08-31 12:00:00
2442292,1361.1981,1974-09-01 12:00:00
2442293,1361.2038,1974-09-02 12:00:00
2442294,1361.1725,1974-09-03 12:00:00
2442295,1361.1552,1974-09-04 12:00:00
2442296,1361.1269,1974-09-05 12:00:00
2442297,1361.1257,1974-09-06 12:00:00
2442298,1361.1808,1974-09-07 12:00:00
2442299,1361.2151,1974-09-08 12:00:00
2442300,1361.1483,1974-09-09 12:00:00
2442301,1360.9699,1974-09-10 12:00:00
2442302,1360.838,1974-09-11 12:00:00
2442303,1360.7496,1974-09-12 12:00:00
2442304,1360.7621,1974-09-13 12:00:00
2442305,1360.7917,1974-09-14 12:00:00
2442306,1360.9662,1974-09-15 12:00:00
2442307,1360.8393,1974-09-16 12:00:00
2442308,1361.0081,1974-09-17 12:00:00
2442309,1361.0355,1974-09-18 12:00:00
2442310,1361.1031,1974-09-19 12:00:00
2442311,1361.1431,1974-09-20 12:00:00
2442312,1361.2121,1974-09-21 12:00:00
2442313,1361.2395,1974-09-22 12:00:00
2442314,1361.2071,1974-09-23 12:00:00
2442315,1361.1649,1974-09-24 12:00:00
2442316,1361.1356,1974-09-25 12:00:00
2442317,1361.1587,1974-09-26 12:00:00
2442318,1361.1954,1974-09-27 12:00:00
2442319,1361.2493,1974-09-28 12:00:00
2442320,1361.1724,1974-09-29 12:00:00
2442321,1361.0823,1974-09-30 12:00:00
2442322,1361.0261,1974-10-01 12:00:00
2442323,1361.0345,1974-10-02 12:00:00
2442324,1361.0623,1974-10-03 12:00:00
2442325,1361.0915,1974-10-04 12:00:00
2442326,1361.157,1974-10-05 12:00:00
2442327,1361.0765,1974-10-06 12:00:00
2442328,1361.12,1974-10-07 12:00:00
2442329,1360.9993,1974-10-08 12:00:00
2442330,1361.0473,1974-10-09 12:00:00
2442331,1360.9021,1974-10-10 12:00:00
2442332,1360.9321,1974-10-11 12:00:00
2442333,1360.7701,1974-10-12 12:00:00
2442334,1360.9473,1974-10-13 12:00:00
2442335,1360.9977,1974-10-14 12:00:00
2442336,1361.1509,1974-10-15 12:00:00
2442337,1361.1732,1974-10-16 12:00:00
2442338,1361.2109,1974-10-17 12:00:00
2442339,1361.2591,1974-10-18 12:00:00
2442340,1361.2303,1974-10-19 12:00:00
2442341,1361.1945,1974-10-20 12:00:00
2442342,1361.166,1974-10-21 12:00:00
2442343,1361.1766,1974-10-22 12:00:00
2442344,1361.1983,1974-10-23 12:00:00
2442345,1361.1932,1974-10-24 12:00:00
2442346,1361.1996,1974-10-25 12:00:00
2442347,1361.1874,1974-10-26 12:00:00
2442348,1361.1912,1974-10-27 12:00:00
2442349,1361.1764,1974-10-28 12:00:00
2442350,1361.1921,1974-10-29 12:00:00
2442351,1361.187,1974-10-30 12:00:00
2442352,1361.2566,1974-10-31 12:00:00
2442353,1361.271,1974-11-01 12:00:00
2442354,1361.2722,1974-11-02 12:00:00
2442355,1361.2571,1974-11-03 12:00:00
2442356,1361.3393,1974-11-04 12:00:00
2442357,1361.34,1974-11-05 12:00:00
2442358,1361.3286,1974-11-06 12:00:00
2442359,1361.2831,1974-11-07 12:00:00
2442360,1361.2475,1974-11-08 12:00:00
2442361,1361.1831,1974-11-09 12:00:00
2442362,1361.1965,1974-11-10 12:00:00
2442363,1361.2143,1974-11-11 12:00:00
2442364,1361.1716,1974-11-12 12:00:00
2442365,1361.1953,1974-11-13 12:00:00
2442366,1361.2095,1974-11-14 12:00:00
2442367,1361.1446,1974-11-15 12:00:00
2442368,1361.0713,1974-11-16 12:00:00
2442369,1361.0234,1974-11-17 12:00:00
2442370,1360.9669,1974-11-18 12:00:00
2442371,1360.9529,1974-11-19 12:00:00
2442372,1360.9883,1974-11-20 12:00:00
2442373,1360.8858,1974-11-21 12:00:00
2442374,1361.0018,1974-11-22 12:00:00
2442375,1360.9291,1974-11-23 12:00:00
2442376,1361.0574,1974-11-24 12:00:00
2442377,1361.0755,1974-11-25 12:00:00
2442378,1361.1351,1974-11-26 12:00:00
2442379,1361.1649,1974-11-27 12:00:00
2442380,1361.2136,1974-11-28 12:00:00
2442381,1361.2015,1974-11-29 12:00:00
2442382,1361.1879,1974-11-30 12:00:00
2442383,1361.171,1974-12-01 12:00:00
2442384,1361.1611,1974-12-02 12:00:00
2442385,1361.0877,1974-12-03 12:00:00
2442386,1361.0857,1974-12-04 12:00:00
2442387,1361.0985,1974-12-05 12:00:00
2442388,1361.0902,1974-12-06 12:00:00
2442389,1361.0803,1974-12-07 12:00:00
2442390,1361.072,1974-12-08 12:00:00
2442391,1361.072,1974-12-09 12:00:00
2442392,1361.0969,1974-12-10 12:00:00
2442393,1361.0403,1974-12-11 12:00:00
2442394,1361.0167,1974-12-12 12:00:00
2442395,1360.9438,1974-12-13 12:00:00
2442396,1360.8591,1974-12-14 12:00:00
2442397,1360.9148,1974-12-15 12:00:00
2442398,1360.8637,1974-12-16 12:00:00
2442399,1360.9669,1974-12-17 12:00:00
2442400,1360.9877,1974-12-18 12:00:00
2442401,1360.955,1974-12-19 12:00:00
2442402,1360.9189,1974-12-20 12:00:00
2442403,1360.9621,1974-12-21 12:00:00
2442404,1360.9635,1974-12-22 12:00:00
2442405,1361.0174,1974-12-23 12:00:00
2442406,1361.0587,1974-12-24 12:00:00
2442407,1361.0918,1974-12-25 12:00:00
2442408,1361.0803,1974-12-26 12:00:00
2442409,1361.0821,1974-12-27 12:00:00
2442410,1361.0426,1974-12-28 12:00:00
2442411,1361.0612,1974-12-29 12:00:00
2442412,1361.044,1974-12-30 12:00:00
2442413,1361.0491,1974-12-31 12:00:00
2442414,1360.9699,1975-01-01 12:00:00
2442415,1361.0347,1975-01-02 12:00:00
2442416,1361.0013,1975-01-03 12:00:00
2442417,1361.0176,1975-01-04 12:00:00
2442418,1361.2058,1975-01-05 12:00:00
2442419,1361.0159,1975-01-06 12:00:00
2442420,1361.0311,1975-01-07 12:00:00
2442421,1361.018,1975-01-08 12:00:00
2442422,1361.0548,1975-01-09 12:00:00
2442423,1360.9685,1975-01-10 12:00:00
2442424,1360.9794,1975-01-11 12:00:00
2442425,1360.9512,1975-01-12 12:00:00
2442426,1360.9588,1975-01-13 12:00:00
2442427,1360.9568,1975-01-14 12:00:00
2442428,1360.9512,1975-01-15 12:00:00
2442429,1360.9658,1975-01-16 12:00:00
2442430,1360.9724,1975-01-17 12:00:00
2442431,1360.9741,1975-01-18 12:00:00
2442432,1360.9602,1975-01-19 12:00:00
2442433,1360.9866,1975-01-20 12:00:00
2442434,1361.0189,1975-01-21 12:00:00
2442435,1361.023,1975-01-22 12:00:00
2442436,1361.0288,1975-01-23 12:00:00
2442437,1361.0207,1975-01-24 12:00:00
2442438,1361.0099,1975-01-25 12:00:00
2442439,1361.0028,1975-01-26 12:00:00
2442440,1361.0037,1975-01-27 12:00:00
2442441,1360.9862,1975-01-28 12:00:00
2442442,1361.0024,1975-01-29 12:00:00
2442443,1360.9884,1975-01-30 12:00:00
2442444,1361.0037,1975-01-31 12:00:00
2442445,1360.9817,1975-02-01 12:00:00
2442446,1361.0167,1975-02-02 12:00:00
2442447,1360.9909,1975-02-03 12:00:00
2442448,1361.0083,1975-02-04 12:00:00
2442449,1361.0296,1975-02-05 12:00:00
2442450,1361.0123,1975-02-06 12:00:00
2442451,1360.9134,1975-02-07 12:00:00
2442452,1360.884,1975-02-08 12:00:00
2442453,1361.0915,1975-02-09 12:00:00
2442454,1360.8873,1975-02-10 12:00:00
2442455,1360.9574,1975-02-11 12:00:00
2442456,1360.9509,1975-02-12 12:00:00
2442457,1360.9726,1975-02-13 12:00:00
2442458,1360.9694,1975-02-14 12:00:00
2442459,1360.9852,1975-02-15 12:00:00
2442460,1361.0422,1975-02-16 12:00:00
2442461,1360.9498,1975-02-17 12:00:00
2442462,1360.9742,1975-02-18 12:00:00
2442463,1360.9744,1975-02-19 12:00:00
2442464,1360.9727,1975-02-20 12:00:00
2442465,1360.9635,1975-02-21 12:00:00
2442466,1360.9644,1975-02-22 12:00:00
2442467,1360.9536,1975-02-23 12:00:00
2442468,1361.0384,1975-02-24 12:00:00
2442469,1360.9266,1975-02-25 12:00:00
2442470,1360.9645,1975-02-26 12:00:00
2442471,1360.9645,1975-02-27 12:00:00
2442472,1360.9644,1975-02-28 12:00:00
2442473,1360.9741,1975-03-01 12:00:00
2442474,1360.9129,1975-03-02 12:00:00
2442475,1360.9605,1975-03-03 12:00:00
2442476,1360.9734,1975-03-04 12:00:00
2442477,1360.9677,1975-03-05 12:00:00
2442478,1360.9913,1975-03-06 12:00:00
2442479,1360.985,1975-03-07 12:00:00
2442480,1360.9812,1975-03-08 12:00:00
2442481,1360.9723,1975-03-09 12:00:00
2442482,1360.9719,1975-03-10 12:00:00
2442483,1360.9862,1975-03-11 12:00:00
2442484,1360.9827,1975-03-12 12:00:00
2442485,1360.9679,1975-03-13 12:00:00
2442486,1360.9109,1975-03-14 12:00:00
2442487,1360.9882,1975-03-15 12:00:00
2442488,1360.9068,1975-03-16 12:00:00
2442489,1360.8705,1975-03-17 12:00:00
2442490,1360.9381,1975-03-18 12:00:00
2442491,1360.9594,1975-03-19 12:00:00
2442492,1360.9792,1975-03-20 12:00:00
2442493,1360.9449,1975-03-21 12:00:00
2442494,1360.9548,1975-03-22 12:00:00
2442495,1360.9448,1975-03-23 12:00:00
2442496,1360.9447,1975-03-24 12:00:00
2442497,1360.948,1975-03-25 12:00:00
2442498,1360.94,1975-03-26 12:00:00
2442499,1360.9431,1975-03-27 12:00:00
2442500,1360.9448,1975-03-28 12:00:00
2442501,1360.9525,1975-03-29 12:00:00
2442502,1360.9645,1975-03-30 12:00:00
2442503,1360.9406,1975-03-31 12:00:00
2442504,1360.9744,1975-04-01 12:00:00
2442505,1360.9503,1975-04-02 12:00:00
2442506,1360.9867,1975-04-03 12:00:00
2442507,1361.0041,1975-04-04 12:00:00
2442508,1361.0735,1975-04-05 12:00:00
2442509,1361.0042,1975-04-06 12:00:00
2442510,1360.9981,1975-04-07 12:00:00
2442511,1360.998,1975-04-08 12:00:00
2442512,1360.9804,1975-04-09 12:00:00
2442513,1360.9933,1975-04-10 12:00:00
2442514,1360.9815,1975-04-11 12:00:00
2442515,1360.9843,1975-04-12 12:00:00
2442516,1360.9745,1975-04-13 12:00:00
2442517,1360.9646,1975-04-14 12:00:00
2442518,1360.9646,1975-04-15 12:00:00
2442519,1360.9645,1975-04-16 12:00:00
2442520,1360.9548,1975-04-17 12:00:00
2442521,1360.9546,1975-04-18 12:00:00
2442522,1360.954,1975-04-19 12:00:00
2442523,1360.9448,1975-04-20 12:00:00
2442524,1360.9448,1975-04-21 12:00:00
2442525,1360.9448,1975-04-22 12:00:00
2442526,1360.9527,1975-04-23 12:00:00
2442527,1360.8538,1975-04-24 12:00:00
2442528,1360.8643,1975-04-25 12:00:00
2442529,1360.9589,1975-04-26 12:00:00
2442530,1360.9643,1975-04-27 12:00:00
2442531,1360.9571,1975-04-28 12:00:00
2442532,1360.9784,1975-04-29 12:00:00
2442533,1360.9963,1975-04-30 12:00:00
2442534,1361.0211,1975-05-01 12:00:00
2442535,1360.8718,1975-05-02 12:00:00
2442536,1360.872,1975-05-03 12:00:00
2442537,1360.831,1975-05-04 12:00:00
2442538,1360.8526,1975-05-05 12:00:00
2442539,1360.858,1975-05-06 12:00:00
2442540,1360.9954,1975-05-07 12:00:00
2442541,1360.8983,1975-05-08 12:00:00
2442542,1360.8281,1975-05-09 12:00:00
2442543,1360.964,1975-05-10 12:00:00
2442544,1360.9643,1975-05-11 12:00:00
2442545,1360.9532,1975-05-12 12:00:00
2442546,1360.9547,1975-05-13 12:00:00
2442547,1360.8601,1975-05-14 12:00:00
2442548,1360.8714,1975-05-15 12:00:00
2442549,1360.9386,1975-05-16 12:00:00
2442550,1360.8631,1975-05-17 12:00:00
2442551,1360.8659,1975-05-18 12:00:00
2442552,1360.8379,1975-05-19 12:00:00
2442553,1360.9547,1975-05-20 12:00:00
2442554,1360.9646,1975-05-21 12:00:00
2442555,1360.9703,1975-05-22 12:00:00
2442556,1360.871,1975-05-23 12:00:00
2442557,1360.9515,1975-05-24 12:00:00
2442558,1360.9646,1975-05-25 12:00:00
2442559,1360.8184,1975-05-26 12:00:00
2442560,1360.9525,1975-05-27 12:00:00
2442561,1360.8589,1975-05-28 12:00:00
2442562,1360.874,1975-05-29 12:00:00
2442563,1360.9843,1975-05-30 12:00:00
2442564,1360.8359,1975-05-31 12:00:00
2442565,1360.9801,1975-06-01 12:00:00
2442566,1360.897,1975-06-02 12:00:00
2442567,1360.8483,1975-06-03 12:00:00
2442568,1360.9813,1975-06-04 12:00:00
2442569,1360.9534,1975-06-05 12:00:00
2442570,1360.9732,1975-06-06 12:00:00
2442571,1360.9644,1975-06-07 12:00:00
2442572,1360.9643,1975-06-08 12:00:00
2442573,1360.9643,1975-06-09 12:00:00
2442574,1360.8059,1975-06-10 12:00:00
2442575,1360.9732,1975-06-11 12:00:00
2442576,1360.9725,1975-06-12 12:00:00
2442577,1360.8259,1975-06-13 12:00:00
2442578,1360.9673,1975-06-14 12:00:00
2442579,1360.97,1975-06-15 12:00:00
2442580,1360.9469,1975-06-16 12:00:00
2442581,1360.9063,1975-06-17 12:00:00
2442582,1360.949,1975-06-18 12:00:00
2442583,1360.8426,1975-06-19 12:00:00
2442584,1361.004,1975-06-20 12:00:00
2442585,1360.8756,1975-06-21 12:00:00
2442586,1360.8671,1975-06-22 12:00:00
2442587,1361.0044,1975-06-23 12:00:00
2442588,1361.038,1975-06-24 12:00:00
2442589,1361.0216,1975-06-25 12:00:00
2442590,1360.8613,1975-06-26 12:00:00
2442591,1360.9472,1975-06-27 12:00:00
2442592,1360.9262,1975-06-28 12:00:00
2442593,1360.8967,1975-06-29 12:00:00
2442594,1360.9365,1975-06-30 12:00:00
2442595,1360.8862,1975-07-01 12:00:00
2442596,1360.9254,1975-07-02 12:00:00
2442597,1360.9459,1975-07-03 12:00:00
2442598,1360.9961,1975-07-04 12:00:00
2442599,1361.0,1975-07-05 12:00:00
2442600,1361.0543,1975-07-06 12:00:00
2442601,1361.0794,1975-07-07 12:00:00
2442602,1360.955,1975-07-08 12:00:00
2442603,1361.0575,1975-07-09 12:00:00
2442604,1361.0548,1975-07-10 12:00:00
2442605,1361.0525,1975-07-11 12:00:00
2442606,1361.0287,1975-07-12 12:00:00
2442607,1360.9972,1975-07-13 12:00:00
2442608,1360.9826,1975-07-14 12:00:00
2442609,1360.9783,1975-07-15 12:00:00
2442610,1361.01,1975-07-16 12:00:00
2442611,1361.0197,1975-07-17 12:00:00
2442612,1360.9825,1975-07-18 12:00:00
2442613,1361.0234,1975-07-19 12:00:00
2442614,1361.0164,1975-07-20 12:00:00
2442615,1361.0545,1975-07-21 12:00:00
2442616,1361.0577,1975-07-22 12:00:00
2442617,1361.0563,1975-07-23 12:00:00
2442618,1361.0439,1975-07-24 12:00:00
2442619,1361.0515,1975-07-25 12:00:00
2442620,1361.0352,1975-07-26 12:00:00
2442621,1361.0487,1975-07-27 12:00:00
2442622,1360.997,1975-07-28 12:00:00
2442623,1361.061,1975-07-29 12:00:00
2442624,1361.0862,1975-07-30 12:00:00
2442625,1361.1087,1975-07-31 12:00:00
2442626,1361.0527,1975-08-01 12:00:00
2442627,1361.002,1975-08-02 12:00:00
2442628,1360.8709,1975-08-03 12:00:00
2442629,1360.6912,1975-08-04 12:00:00
2442630,1360.6512,1975-08-05 12:00:00
2442631,1360.583,1975-08-06 12:00:00
2442632,1360.3408,1975-08-07 12:00:00
2442633,1360.335,1975-08-08 12:00:00
2442634,1360.6385,1975-08-09 12:00:00
2442635,1360.5539,1975-08-10 12:00:00
2442636,1360.7531,1975-08-11 12:00:00
2442637,1360.895,1975-08-12 12:00:00
2442638,1360.9987,1975-08-13 12:00:00
2442639,1361.0806,1975-08-14 12:00:00
2442640,1361.1812,1975-08-15 12:00:00
2442641,1361.2111,1975-08-16 12:00:00
2442642,1361.1615,1975-08-17 12:00:00
2442643,1361.1637,1975-08-18 12:00:00
2442644,1361.1641,1975-08-19 12:00:00
2442645,1361.144,1975-08-20 12:00:00
2442646,1361.1645,1975-08-21 12:00:00
2442647,1361.1858,1975-08-22 12:00:00
2442648,1361.1436,1975-08-23 12:00:00
2442649,1361.1322,1975-08-24 12:00:00
2442650,1361.1799,1975-08-25 12:00:00
2442651,1361.1168,1975-08-26 12:00:00
2442652,1361.1321,1975-08-27 12:00:00
2442653,1361.1822,1975-08-28 12:00:00
2442654,1361.2117,1975-08-29 12:00:00
2442655,1361.2451,1975-08-30 12:00:00
2442656,1361.2575,1975-08-31 12:00:00
2442657,1361.2507,1975-09-01 12:00:00
2442658,1361.2313,1975-09-02 12:00:00
2442659,1361.2339,1975-09-03 12:00:00
2442660,1361.1857,1975-09-04 12:00:00
2442661,1361.2419,1975-09-05 12:00:00
2442662,1361.2292,1975-09-06 12:00:00
2442663,1361.2474,1975-09-07 12:00:00
2442664,1361.2275,1975-09-08 12:00:00
2442665,1361.1856,1975-09-09 12:00:00
2442666,1361.1613,1975-09-10 12:00:00
2442667,1361.1422,1975-09-11 12:00:00
2442668,1361.0949,1975-09-12 12:00:00
2442669,1361.0769,1975-09-13 12:00:00
2442670,1361.0771,1975-09-14 12:00:00
2442671,1361.0716,1975-09-15 12:00:00
2442672,1361.0935,1975-09-16 12:00:00
2442673,1361.1062,1975-09-17 12:00:00
2442674,1361.0927,1975-09-18 12:00:00
2442675,1361.0953,1975-09-19 12:00:00
2442676,1361.0634,1975-09-20 12:00:00
2442677,1361.082,1975-09-21 12:00:00
2442678,1361.0854,1975-09-22 12:00:00
2442679,1361.1012,1975-09-23 12:00:00
2442680,1361.1022,1975-09-24 12:00:00
2442681,1361.1022,1975-09-25 12:00:00
2442682,1361.1022,1975-09-26 12:00:00
2442683,1361.0923,1975-09-27 12:00:00
2442684,1361.0895,1975-09-28 12:00:00
2442685,1361.0924,1975-09-29 12:00:00
2442686,1361.079,1975-09-30 12:00:00
2442687,1361.0774,1975-10-01 12:00:00
2442688,1361.0767,1975-10-02 12:00:00
2442689,1361.0552,1975-10-03 12:00:00
2442690,1361.0423,1975-10-04 12:00:00
2442691,1361.0253,1975-10-05 12:00:00
2442692,1361.0147,1975-10-06 12:00:00
2442693,1361.0166,1975-10-07 12:00:00
2442694,1361.0065,1975-10-08 12:00:00
2442695,1361.022,1975-10-09 12:00:00
2442696,1361.0342,1975-10-10 12:00:00
2442697,1361.0005,1975-10-11 12:00:00
2442698,1361.0665,1975-10-12 12:00:00
2442699,1361.0547,1975-10-13 12:00:00
2442700,1360.9095,1975-10-14 12:00:00
2442701,1360.889,1975-10-15 12:00:00
2442702,1360.9582,1975-10-16 12:00:00
2442703,1360.9967,1975-10-17 12:00:00
2442704,1361.0019,1975-10-18 12:00:00
2442705,1361.0369,1975-10-19 12:00:00
2442706,1361.0629,1975-10-20 12:00:00
2442707,1361.0793,1975-10-21 12:00:00
2442708,1361.0726,1975-10-22 12:00:00
2442709,1361.0629,1975-10-23 12:00:00
2442710,1361.024,1975-10-24 12:00:00
2442711,1361.043,1975-10-25 12:00:00
2442712,1361.043,1975-10-26 12:00:00
2442713,1361.043,1975-10-27 12:00:00
2442714,1361.0332,1975-10-28 12:00:00
2442715,1361.0331,1975-10-29 12:00:00
2442716,1361.0232,1975-10-30 12:00:00
2442717,1361.0232,1975-10-31 12:00:00
2442718,1361.0233,1975-11-01 12:00:00
2442719,1361.0332,1975-11-02 12:00:00
2442720,1361.0568,1975-11-03 12:00:00
2442721,1361.0392,1975-11-04 12:00:00
2442722,1361.1014,1975-11-05 12:00:00
2442723,1361.017,1975-11-06 12:00:00
2442724,1361.0278,1975-11-07 12:00:00
2442725,1361.01,1975-11-08 12:00:00
2442726,1361.0413,1975-11-09 12:00:00
2442727,1361.0451,1975-11-10 12:00:00
2442728,1361.127,1975-11-11 12:00:00
2442729,1361.0826,1975-11-12 12:00:00
2442730,1361.2013,1975-11-13 12:00:00
2442731,1361.0362,1975-11-14 12:00:00
2442732,1361.0012,1975-11-15 12:00:00
2442733,1360.9724,1975-11-16 12:00:00
2442734,1360.8331,1975-11-17 12:00:00
2442735,1360.8881,1975-11-18 12:00:00
2442736,1360.8177,1975-11-19 12:00:00
2442737,1360.8768,1975-11-20 12:00:00
2442738,1360.8846,1975-11-21 12:00:00
2442739,1360.9195,1975-11-22 12:00:00
2442740,1360.9427,1975-11-23 12:00:00
2442741,1361.0704,1975-11-24 12:00:00
2442742,1361.0058,1975-11-25 12:00:00
2442743,1360.9969,1975-11-26 12:00:00
2442744,1361.0135,1975-11-27 12:00:00
2442745,1361.0135,1975-11-28 12:00:00
2442746,1361.0038,1975-11-29 12:00:00
2442747,1361.0135,1975-11-30 12:00:00
2442748,1360.9948,1975-12-01 12:00:00
2442749,1360.962,1975-12-02 12:00:00
2442750,1360.9472,1975-12-03 12:00:00
2442751,1360.9778,1975-12-04 12:00:00
2442752,1360.9978,1975-12-05 12:00:00
2442753,1360.9836,1975-12-06 12:00:00
2442754,1361.0103,1975-12-07 12:00:00
2442755,1361.0185,1975-12-08 12:00:00
2442756,1361.0357,1975-12-09 12:00:00
2442757,1361.0432,1975-12-10 12:00:00
2442758,1361.0433,1975-12-11 12:00:00
2442759,1361.0432,1975-12-12 12:00:00
2442760,1361.0285,1975-12-13 12:00:00
2442761,1361.0042,1975-12-14 12:00:00
2442762,1361.0033,1975-12-15 12:00:00
2442763,1361.0028,1975-12-16 12:00:00
2442764,1360.991,1975-12-17 12:00:00
2442765,1360.9903,1975-12-18 12:00:00
2442766,1360.9905,1975-12-19 12:00:00
2442767,1360.9939,1975-12-20 12:00:00
2442768,1360.984,1975-12-21 12:00:00
2442769,1360.984,1975-12-22 12:00:00
2442770,1360.9939,1975-12-23 12:00:00
2442771,1360.9759,1975-12-24 12:00:00
2442772,1360.9885,1975-12-25 12:00:00
2442773,1360.9987,1975-12-26 12:00:00
2442774,1361.004,1975-12-27 12:00:00
2442775,1361.0039,1975-12-28 12:00:00
2442776,1361.004,1975-12-29 12:00:00
2442777,1361.0039,1975-12-30 12:00:00
2442778,1360.9942,1975-12-31 12:00:00
2442779,1360.9942,1976-01-01 12:00:00
2442780,1360.9843,1976-01-02 12:00:00
2442781,1360.9843,1976-01-03 12:00:00
2442782,1360.9844,1976-01-04 12:00:00
2442783,1360.9844,1976-01-05 12:00:00
2442784,1360.9844,1976-01-06 12:00:00
2442785,1360.9844,1976-01-07 12:00:00
2442786,1360.9745,1976-01-08 12:00:00
2442787,1360.9743,1976-01-09 12:00:00
2442788,1360.9744,1976-01-10 12:00:00
2442789,1360.9942,1976-01-11 12:00:00
2442790,1360.9961,1976-01-12 12:00:00
2442791,1360.9242,1976-01-13 12:00:00
2442792,1360.8398,1976-01-14 12:00:00
2442793,1360.819,1976-01-15 12:00:00
2442794,1360.8253,1976-01-16 12:00:00
2442795,1360.8359,1976-01-17 12:00:00
2442796,1360.8143,1976-01-18 12:00:00
2442797,1360.8825,1976-01-19 12:00:00
2442798,1360.8645,1976-01-20 12:00:00
2442799,1360.9215,1976-01-21 12:00:00
2442800,1360.8966,1976-01-22 12:00:00
2442801,1360.9326,1976-01-23 12:00:00
2442802,1360.9417,1976-01-24 12:00:00
2442803,1360.9024,1976-01-25 12:00:00
2442804,1360.9409,1976-01-26 12:00:00
2442805,1360.9288,1976-01-27 12:00:00
2442806,1361.0022,1976-01-28 12:00:00
2442807,1361.0018,1976-01-29 12:00:00
2442808,1360.9256,1976-01-30 12:00:00
2442809,1360.9651,1976-01-31 12:00:00
2442810,1361.0552,1976-02-01 12:00:00
2442811,1360.9431,1976-02-02 12:00:00
2442812,1360.9333,1976-02-03 12:00:00
2442813,1360.9333,1976-02-04 12:00:00
2442814,1360.9332,1976-02-05 12:00:00
2442815,1360.9333,1976-02-06 12:00:00
2442816,1360.9432,1976-02-07 12:00:00
2442817,1360.9431,1976-02-08 12:00:00
2442818,1360.9431,1976-02-09 12:00:00
2442819,1360.9431,1976-02-10 12:00:00
2442820,1360.9431,1976-02-11 12:00:00
2442821,1360.9528,1976-02-12 12:00:00
2442822,1360.9052,1976-02-13 12:00:00
2442823,1360.9329,1976-02-14 12:00:00
2442824,1360.9318,1976-02-15 12:00:00
2442825,1360.9485,1976-02-16 12:00:00
2442826,1360.9618,1976-02-17 12:00:00
2442827,1360.9671,1976-02-18 12:00:00
2442828,1360.957,1976-02-19 12:00:00
2442829,1360.9602,1976-02-20 12:00:00
2442830,1360.9614,1976-02-21 12:00:00
2442831,1361.0078,1976-02-22 12:00:00
2442832,1360.9725,1976-02-23 12:00:00
2442833,1360.9628,1976-02-24 12:00:00
2442834,1360.9727,1976-02-25 12:00:00
2442835,1360.9626,1976-02-26 12:00:00
2442836,1360.9488,1976-02-27 12:00:00
2442837,1360.9114,1976-02-28 12:00:00
2442838,1360.989,1976-02-29 12:00:00
2442839,1360.9528,1976-03-01 12:00:00
2442840,1360.9528,1976-03-02 12:00:00
2442841,1360.9527,1976-03-03 12:00:00
2442842,1360.9527,1976-03-04 12:00:00
2442843,1360.9528,1976-03-05 12:00:00
2442844,1360.9374,1976-03-06 12:00:00
2442845,1360.9385,1976-03-07 12:00:00
2442846,1360.9574,1976-03-08 12:00:00
2442847,1360.9492,1976-03-09 12:00:00
2442848,1360.949,1976-03-10 12:00:00
2442849,1360.95,1976-03-11 12:00:00
2442850,1360.9575,1976-03-12 12:00:00
2442851,1360.9587,1976-03-13 12:00:00
2442852,1360.9635,1976-03-14 12:00:00
2442853,1360.9865,1976-03-15 12:00:00
2442854,1361.0094,1976-03-16 12:00:00
2442855,1360.8934,1976-03-17 12:00:00
2442856,1360.8467,1976-03-18 12:00:00
2442857,1360.8337,1976-03-19 12:00:00
2442858,1360.8315,1976-03-20 12:00:00
2442859,1360.7639,1976-03-21 12:00:00
2442860,1360.884,1976-03-22 12:00:00
2442861,1360.9204,1976-03-23 12:00:00
2442862,1361.0109,1976-03-24 12:00:00
2442863,1360.9944,1976-03-25 12:00:00
2442864,1360.9102,1976-03-26 12:00:00
2442865,1360.7179,1976-03-27 12:00:00
2442866,1360.6165,1976-03-28 12:00:00
2442867,1360.6773,1976-03-29 12:00:00
2442868,1360.6866,1976-03-30 12:00:00
2442869,1360.7133,1976-03-31 12:00:00
2442870,1360.6755,1976-04-01 12:00:00
2442871,1360.7305,1976-04-02 12:00:00
2442872,1360.7881,1976-04-03 12:00:00
2442873,1360.8449,1976-04-04 12:00:00
2442874,1360.9053,1976-04-05 12:00:00
2442875,1360.9797,1976-04-06 12:00:00
2442876,1361.0196,1976-04-07 12:00:00
2442877,1361.0296,1976-04-08 12:00:00
2442878,1360.9794,1976-04-09 12:00:00
2442879,1360.9645,1976-04-10 12:00:00
2442880,1360.9576,1976-04-11 12:00:00
2442881,1360.9274,1976-04-12 12:00:00
2442882,1360.9312,1976-04-13 12:00:00
2442883,1360.8924,1976-04-14 12:00:00
2442884,1360.8973,1976-04-15 12:00:00
2442885,1360.8929,1976-04-16 12:00:00
2442886,1360.903,1976-04-17 12:00:00
2442887,1360.8939,1976-04-18 12:00:00
2442888,1360.9368,1976-04-19 12:00:00
2442889,1360.9591,1976-04-20 12:00:00
2442890,1360.9871,1976-04-21 12:00:00
2442891,1360.955,1976-04-22 12:00:00
2442892,1360.9305,1976-04-23 12:00:00
2442893,1360.9046,1976-04-24 12:00:00
